"osm_id","ort","plz","bundesland","PLZ_Int"
2829530,"Rotterode","98587","Thüringen",98587
958110,"Rotthalmünster","94094","Bayern",94094
162673,"Röttingen","97285","Bayern",97285
943756,"Rottweil","78628","Baden-Württemberg",78628
960508,"Rötz","92444","Bayern",92444
393345,"Rövershagen","18182","Mecklenburg-Vorpommern",18182
1244230,"Roxheim","55595","Rheinland-Pfalz",55595
1432699,"Rubenow","17509","Mecklenburg-Vorpommern",17509
543132,"Rüber","56295","Rheinland-Pfalz",56295
1433745,"Rubkow","17390","Mecklenburg-Vorpommern",17390
533592,"Rückeroth","56244","Rheinland-Pfalz",56244
966153,"Rückersdorf","90607","Bayern",90607
1322952,"Rückersdorf","03238","Brandenburg",3238
2790440,"Rückersdorf","07580","Thüringen",7580
448307,"Rückholz","87494","Bayern",87494
1245062,"Rückweiler","55776","Rheinland-Pfalz",55776
29822,"Rudelzhausen","84104","Bayern",84104
393500,"Rüdenau","63924","Bayern",63924
283693,"Rüdenhausen","97355","Bayern",97355
447975,"Ruderatshofen","87674","Bayern",87674
401647,"Rudersberg","73635","Baden-Württemberg",73635
2410102,"Rudersdorf","99628","Thüringen",99628
1332927,"Rüdersdorf bei Berlin","15345","Brandenburg",15345
1332927,"Rüdersdorf bei Berlin","15378","Brandenburg",15378
1332927,"Rüdersdorf bei Berlin","15562","Brandenburg",15562
1399080,"Rüdershausen","37434","Niedersachsen",37434
958108,"Ruderting","94161","Bayern",94161
1244226,"Rüdesheim","55593","Rheinland-Pfalz",55593
409093,"Rüdesheim am Rhein","65385","Hessen",65385
1318332,"Rüdnitz","16321","Brandenburg",16321
1273347,"Rudolstadt","07407","Thüringen",7407
1022777,"Rugendorf","95365","Bayern",95365
1149230,"Rügge","24392","Schleswig-Holstein",24392
1149230,"Rügge","24405","Schleswig-Holstein",24405
534272,"Rügland","91622","Bayern",91622
1337350,"Rühen","38471","Niedersachsen",38471
1268940,"Ruhla","99842","Thüringen",99842
1314277,"Ruhland","01945","Brandenburg",1945
959164,"Ruhmannsfelden","94239","Bayern",94239
1963382,"Rühn","18246","Mecklenburg-Vorpommern",18246
941688,"Ruhpolding","83324","Bayern",83324
1289806,"Rühstädt","19322","Brandenburg",19322
958120,"Ruhstorf a.d.Rott","94099","Bayern",94099
310409,"Ruhwinkel","24601","Schleswig-Holstein",24601
1964352,"Rukieten","18258","Mecklenburg-Vorpommern",18258
1978258,"Rullstorf","21379","Niedersachsen",21379
1250429,"Rülzheim","76761","Rheinland-Pfalz",76761
1251121,"Rumbach","76891","Rheinland-Pfalz",76891
1244000,"Rümmelsheim","55452","Rheinland-Pfalz",55452
1130278,"Rümmingen","79595","Baden-Württemberg",79595
548509,"Rumohr","24254","Schleswig-Holstein",24254
532321,"Rümpel","23843","Schleswig-Holstein",23843
961934,"Runding","93486","Bayern",93486
324308,"Runkel","65594","Hessen",65594
453849,"Ruppach-Goldhausen","56412","Rheinland-Pfalz",56412
1249971,"Ruppertsberg","67152","Rheinland-Pfalz",67152
1253990,"Ruppertsecken","67808","Rheinland-Pfalz",67808
540471,"Ruppertshofen","56357","Rheinland-Pfalz",56357
915422,"Ruppertshofen","73577","Baden-Württemberg",73577
1251158,"Ruppertsweiler","66957","Rheinland-Pfalz",66957
173116,"Ruppichteroth","53809","Nordrhein-Westfalen",53809
1245061,"Ruschberg","55776","Rheinland-Pfalz",55776
444699,"Rüscheid","56584","Rheinland-Pfalz",56584
444912,"Rüsselsheim am Main","65428","Hessen",65428
1254394,"Rüssingen","67308","Rheinland-Pfalz",67308
453000,"Rust","77977","Baden-Württemberg",77977
2395972,"Rustenfelde","37318","Thüringen",37318
722154,"Rutesheim","71277","Baden-Württemberg",71277
153398,"Rüthen","59602","Nordrhein-Westfalen",59602
1302368,"Rüthnick","16835","Brandenburg",16835
1246576,"Ruthweiler","66869","Rheinland-Pfalz",66869
1481617,"Rüting","23936","Mecklenburg-Vorpommern",23936
1246619,"Rutsweiler am Glan","66887","Rheinland-Pfalz",66887
1246668,"Rutsweiler an der Lauter","67752","Rheinland-Pfalz",67752
2778405,"Ruttersdorf-Lotschen","07646","Thüringen",7646
374286,"Saal","18317","Mecklenburg-Vorpommern",18317
956675,"Saal a.d.Donau","93342","Bayern",93342
387519,"Saal a.d.Saale","97633","Bayern",97633
2179213,"Saalburg-Ebersdorf","07929","Thüringen",7929
941756,"Saaldorf-Surheim","83416","Bayern",83416
2856465,"Saaleplatte","99510","Thüringen",99510
1273356,"Saalfelder Höhe","07422","Thüringen",7422
1273359,"Saalfeld/Saale","07318","Thüringen",7318
1250997,"Saalstadt","66919","Rheinland-Pfalz",66919
2804575,"Saara","07589","Thüringen",7589
1187159,"Saarbrücken","66111","Saarland",66111
1187159,"Saarbrücken","66113","Saarland",66113
1187159,"Saarbrücken","66115","Saarland",66115
1187159,"Saarbrücken","66117","Saarland",66117
1187159,"Saarbrücken","66119","Saarland",66119
1187159,"Saarbrücken","66121","Saarland",66121
1187159,"Saarbrücken","66123","Saarland",66123
1187159,"Saarbrücken","66125","Saarland",66125
1187159,"Saarbrücken","66126","Saarland",66126
1187159,"Saarbrücken","66127","Saarland",66127
1187159,"Saarbrücken","66128","Saarland",66128
1187159,"Saarbrücken","66129","Saarland",66129
1187159,"Saarbrücken","66130","Saarland",66130
1187159,"Saarbrücken","66131","Saarland",66131
1187159,"Saarbrücken","66132","Saarland",66132
1187159,"Saarbrücken","66133","Saarland",66133
1256034,"Saarburg","54439","Rheinland-Pfalz",54439
1184570,"Saarlouis","66740","Saarland",66740
1184566,"Saarwellingen","66793","Saarland",66793
534385,"Sachsen bei Ansbach","91623","Bayern",91623
1263900,"Sachsenbrunn","98678","Thüringen",98678
1182472,"Sachsenhagen","31553","Niedersachsen",31553
2856466,"Sachsenhausen","99439","Thüringen",99439
405823,"Sachsenheim","74343","Baden-Württemberg",74343
935179,"Sachsenkam","83679","Bayern",83679
155713,"Saerbeck","48369","Nordrhein-Westfalen",48369
194600,"Saffig","56648","Rheinland-Pfalz",56648
1437949,"Sagard","18551","Mecklenburg-Vorpommern",18551
1467513,"Sahms","21493","Schleswig-Holstein",21493
379882,"Sailauf","63877","Bayern",63877
2792103,"Salach","73084","Baden-Württemberg",73084
959657,"Salching","94330","Bayern",94330
958970,"Saldenburg","94163","Bayern",94163
1476157,"Salem","23883","Schleswig-Holstein",23883
1476157,"Salem","23911","Schleswig-Holstein",23911
2806603,"Salem","88682","Baden-Württemberg",88682
957725,"Salgen","87775","Bayern",87775
1322950,"Sallgast","03238","Brandenburg",3238
1074564,"Salm","54570","Rheinland-Pfalz",54570
1259143,"Salmtal","54528","Rheinland-Pfalz",54528
387325,"Salz","97616","Bayern",97616
534488,"Salz","56414","Rheinland-Pfalz",56414
2406726,"Salzatal","06198","Sachsen-Anhalt",6198
1250150,"Salzbergen","48499","Niedersachsen",48499
533262,"Salzburg","56479","Rheinland-Pfalz",56479
62659,"Salzgitter","38226","Niedersachsen",38226
62659,"Salzgitter","38228","Niedersachsen",38228
62659,"Salzgitter","38229","Niedersachsen",38229
62659,"Salzgitter","38239","Niedersachsen",38239
62659,"Salzgitter","38259","Niedersachsen",38259
335206,"Salzhausen","21376","Niedersachsen",21376
1186469,"Salzhemmendorf","31020","Niedersachsen",31020
148081,"Salzkotten","33154","Nordrhein-Westfalen",33154
1285595,"Salzwedel","29410","Sachsen-Anhalt",29410
958102,"Salzweg","94121","Bayern",94121
2186939,"Samerberg","83122","Bayern",83122
2012780,"Samern","48465","Niedersachsen",48465
1438068,"Samtens","18573","Mecklenburg-Vorpommern",18573
387771,"Sand a.Main","97522","Bayern",97522
1284759,"Sandau (Elbe)","39524","Sachsen-Anhalt",39524
387470,"Sandberg","97657","Bayern",97657
1023212,"Sandbostel","27446","Niedersachsen",27446
1187754,"Sande","26452","Niedersachsen",26452
1329612,"Sandersdorf-Brehna","06792","Sachsen-Anhalt",6792
1329612,"Sandersdorf-Brehna","06794","Sachsen-Anhalt",6794
1329612,"Sandersdorf-Brehna","06796","Sachsen-Anhalt",6796
1329612,"Sandersdorf-Brehna","06809","Sachsen-Anhalt",6809
1464774,"Sandesneben","23898","Schleswig-Holstein",23898
453405,"Sandhausen","69207","Baden-Württemberg",69207
2399162,"Sangerhausen","06526","Sachsen-Anhalt",6526
393356,"Sanitz","18190","Mecklenburg-Vorpommern",18190
1253980,"Sankt Alban","67813","Rheinland-Pfalz",67813
1253980,"Sankt Alban","67822","Rheinland-Pfalz",67822
1269721,"Sankt Aldegund","56858","Rheinland-Pfalz",56858
949910,"Sankt Annen","25776","Schleswig-Holstein",25776
158642,"Sankt Augustin","53757","Nordrhein-Westfalen",53757
1270376,"Sankt Bernhard","98660","Thüringen",98660
959665,"Sankt Englmar","94379","Bayern",94379
1190015,"Sankt Goar","56329","Rheinland-Pfalz",56329
539918,"Sankt Goarshausen","56346","Rheinland-Pfalz",56346
1184823,"Sankt Ingbert","66386","Saarland",66386
548055,"Sankt Johann","56727","Rheinland-Pfalz",56727
1245781,"Sankt Johann","55578","Rheinland-Pfalz",55578
1246778,"Sankt Julian","66887","Rheinland-Pfalz",66887
443575,"Sankt Katharinen","53562","Rheinland-Pfalz",53562
1244234,"Sankt Katharinen","55595","Rheinland-Pfalz",55595
448011,"Sankt Margarethen","25572","Schleswig-Holstein",25572
1252415,"Sankt Martin","67487","Rheinland-Pfalz",67487
938081,"Sankt Michaelisdonn","25693","Schleswig-Holstein",25693
958979,"Sankt Oswald-Riedlhütte","94566","Bayern",94566
958979,"Sankt Oswald-Riedlhütte","94568","Bayern",94568
1950429,"Sankt Peter","79271","Baden-Württemberg",79271
1395345,"Sankt Peter-Ording","25826","Schleswig-Holstein",25826
548980,"Sankt Sebastian","56220","Rheinland-Pfalz",56220
1140561,"Sankt Thomas","54655","Rheinland-Pfalz",54655
1184603,"Sankt Wendel","66606","Saarland",66606
934757,"Sankt Wolfgang","84427","Bayern",84427
1241624,"Sargenroth","55471","Rheinland-Pfalz",55471
450069,"Sarlhusen","24616","Schleswig-Holstein",24616
1085813,"Sarmersbach","54552","Rheinland-Pfalz",54552
1971866,"Sarmstorf","18276","Mecklenburg-Vorpommern",18276
1432535,"Sarnow","17392","Mecklenburg-Vorpommern",17392
1427218,"Sarow","17111","Mecklenburg-Vorpommern",17111
90874,"Sarstedt","31157","Niedersachsen",31157
422932,"Sarzbüttel","25785","Schleswig-Holstein",25785
452973,"Sasbach","77880","Baden-Württemberg",77880
1124272,"Sasbach am Kaiserstuhl","79361","Baden-Württemberg",79361
452975,"Sasbachwalden","77887","Baden-Württemberg",77887
1075136,"Sassen","56767","Rheinland-Pfalz",56767
152284,"Sassenberg","48336","Nordrhein-Westfalen",48336
1392805,"Sassenburg","38524","Niedersachsen",38524
1427502,"Sassen-Trantow","17121","Mecklenburg-Vorpommern",17121
1437541,"Sassnitz","18546","Mecklenburg-Vorpommern",18546
1109692,"Saterland","26683","Niedersachsen",26683
394334,"Satow","18239","Mecklenburg-Vorpommern",18239
390786,"Satteldorf","74589","Baden-Württemberg",74589
446430,"Sauensiek","21644","Niedersachsen",21644
929730,"Sauerlach","82054","Bayern",82054
539917,"Sauerthal","65391","Rheinland-Pfalz",65391
2805754,"Sauldorf","88605","Baden-Württemberg",88605
937797,"Saulgrub","82442","Bayern",82442
1248412,"Saulheim","55291","Rheinland-Pfalz",55291
1149241,"Saustrup","24392","Schleswig-Holstein",24392
1432363,"Sauzin","17440","Mecklenburg-Vorpommern",17440
1085806,"Saxler","54558","Rheinland-Pfalz",54558
416546,"Sayda","09619","Sachsen",9619
452388,"Schaafheim","64850","Hessen",64850
1149334,"Schaalby","24882","Schleswig-Holstein",24882
548565,"Schacht-Audorf","24790","Schleswig-Holstein",24790
548565,"Schacht-Audorf","24794","Schleswig-Holstein",24794
2395976,"Schachtebich","37318","Thüringen",37318
422877,"Schackendorf","23795","Schleswig-Holstein",23795
1156027,"Schafflund","24980","Schleswig-Holstein",24980
422974,"Schafstedt","25725","Schleswig-Holstein",25725
929704,"Schäftlarn","82067","Bayern",82067
929704,"Schäftlarn","82069","Bayern",82069
1273181,"Schalkau","96528","Thüringen",96528
1050569,"Schalkenbach","53426","Rheinland-Pfalz",53426
1085808,"Schalkenmehren","54552","Rheinland-Pfalz",54552
192234,"Schalkham","84175","Bayern",84175
964294,"Schalkholz","25782","Schleswig-Holstein",25782
1814898,"Schalksmühle","58579","Nordrhein-Westfalen",58579
1130280,"Schallbach","79597","Baden-Württemberg",79597
1186700,"Schallodenbach","67701","Rheinland-Pfalz",67701
1946216,"Schallstadt","79227","Baden-Württemberg",79227
1163499,"Schankweiler","54668","Rheinland-Pfalz",54668
2006848,"Schapen","48480","Niedersachsen",48480
1438074,"Schaprode","18569","Mecklenburg-Vorpommern",18569
382443,"Scharbeutz","23629","Schleswig-Holstein",23629
382443,"Scharbeutz","23683","Schleswig-Holstein",23683
382443,"Scharbeutz","23684","Schleswig-Holstein",23684
1152693,"Scharfbillig","54636","Rheinland-Pfalz",54636
1978259,"Scharnebeck","21379","Niedersachsen",21379
382429,"Schashagen","23730","Schleswig-Holstein",23730
533415,"Schauenburg","34270","Hessen",34270
1021711,"Schauenstein","95197","Bayern",95197
1250991,"Schauerberg","66919","Rheinland-Pfalz",66919
959804,"Schaufling","94571","Bayern",94571
1245104,"Schauren","55758","Rheinland-Pfalz",55758
1269726,"Schauren","56865","Rheinland-Pfalz",56865
2186940,"Schechen","83135","Bayern",83135
915451,"Schechingen","73579","Baden-Württemberg",73579
1399081,"Scheden","37127","Niedersachsen",37127
2805405,"Scheer","72516","Baden-Württemberg",72516
357189,"Scheeßel","27383","Niedersachsen",27383
403734,"Schefflenz","74850","Baden-Württemberg",74850
1149233,"Scheggerott","24392","Schleswig-Holstein",24392
536626,"Scheibenberg","09481","Sachsen",9481
1250482,"Scheibenhardt","76779","Rheinland-Pfalz",76779
1075998,"Scheid","54611","Rheinland-Pfalz",54611
959436,"Scheidegg","88175","Bayern",88175
2778406,"Scheiditz","07646","Thüringen",7646
537204,"Scheidt","56379","Rheinland-Pfalz",56379
356989,"Scheinfeld","91443","Bayern",91443
1171883,"Scheitenkorb","54673","Rheinland-Pfalz",54673
2790242,"Schelklingen","89601","Baden-Württemberg",89601
1182651,"Schellerten","31174","Niedersachsen",31174
310388,"Schellhorn","24211","Schleswig-Holstein",24211
1246577,"Schellweiler","66869","Rheinland-Pfalz",66869
2801350,"Schemmerhofen","88433","Baden-Württemberg",88433
443485,"Schenefeld","22869","Schleswig-Holstein",22869
448772,"Schenefeld","25560","Schleswig-Holstein",25560
533593,"Schenkelberg","56244","Rheinland-Pfalz",56244
1334083,"Schenkenberg","17291","Brandenburg",17291
1351323,"Schenkendöbern","03172","Brandenburg",3172
943739,"Schenkenzell","77773","Baden-Württemberg",77773
275086,"Schenklengsfeld","36277","Hessen",36277
58586,"Schermbeck","46514","Nordrhein-Westfalen",46514
943541,"Schernfeld","85132","Bayern",85132
935176,"Scherstetten","86872","Bayern",86872
1077566,"Scheßlitz","96110","Bayern",96110
422314,"Scheuerfeld","57584","Rheinland-Pfalz",57584
1171856,"Scheuern","54673","Rheinland-Pfalz",54673
933797,"Scheuring","86937","Bayern",86937
396553,"Scheyern","85298","Bayern",85298
142697,"Schieder-Schwalenberg","32816","Nordrhein-Westfalen",32816
442931,"Schieren","23795","Schleswig-Holstein",23795
548508,"Schierensee","24241","Schleswig-Holstein",24241
966623,"Schierling","84069","Bayern",84069
1253870,"Schiersfeld","67808","Rheinland-Pfalz",67808
1253870,"Schiersfeld","67823","Rheinland-Pfalz",67823
538930,"Schiesheim","65623","Rheinland-Pfalz",65623
2083536,"Schiffdorf","27619","Niedersachsen",27619
418400,"Schifferstadt","67105","Rheinland-Pfalz",67105
1187147,"Schiffweiler","66578","Saarland",66578
1322954,"Schilda","03253","Brandenburg",3253
1444902,"Schildetal","19209","Mecklenburg-Vorpommern",19209
1256081,"Schillingen","54429","Rheinland-Pfalz",54429
534092,"Schillingsfürst","91583","Bayern",91583
2410103,"Schillingstedt","99625","Thüringen",99625
310414,"Schillsdorf","24637","Schleswig-Holstein",24637
943748,"Schiltach","77761","Baden-Württemberg",77761
161915,"Schiltberg","86576","Bayern",86576
2515178,"Schimberg","37308","Thüringen",37308
1251112,"Schindhard","66996","Rheinland-Pfalz",66996
548493,"Schinkel","24214","Schleswig-Holstein",24214
1464769,"Schiphorst","23847","Schleswig-Holstein",23847
1314219,"Schipkau","01968","Brandenburg",1968
1314219,"Schipkau","01993","Brandenburg",1993
1314219,"Schipkau","01994","Brandenburg",1994
1314219,"Schipkau","01998","Brandenburg",1998
1605086,"Schirgiswalde-Kirschau","02681","Sachsen",2681
1059449,"Schirmitz","92718","Bayern",92718
1022870,"Schirnding","95706","Bayern",95706
444738,"Schkeuditz","04435","Sachsen",4435
2778407,"Schkölen","07619","Thüringen",7619
2406261,"Schkopau","06258","Sachsen-Anhalt",6258
3300397,"Schladen-Werla","38315","Niedersachsen",38315
1258880,"Schladt","54534","Rheinland-Pfalz",54534
1444880,"Schlagsdorf","19217","Mecklenburg-Vorpommern",19217
2796468,"Schlaitdorf","72667","Baden-Württemberg",72667
1059444,"Schlammersdorf","95519","Bayern",95519
142753,"Schlangen","33189","Nordrhein-Westfalen",33189
403139,"Schlangenbad","65388","Hessen",65388
2792117,"Schlat","73114","Baden-Württemberg",73114
1384801,"Schlaubetal","15890","Brandenburg",15890
941706,"Schleching","83259","Bayern",83259
1270323,"Schlechtsart","98663","Thüringen",98663
2179214,"Schlegel","07366","Thüringen",7366
935260,"Schlehdorf","82439","Bayern",82439
935260,"Schlehdorf","82444","Bayern",82444
1255916,"Schleich","54340","Rheinland-Pfalz",54340
1152670,"Schleid","54636","Rheinland-Pfalz",54636
2898843,"Schleid","36419","Thüringen",36419
158147,"Schleiden","53937","Nordrhein-Westfalen",53937
1310638,"Schleife","02959","Sachsen",2959
2778408,"Schleifreisen","07629","Thüringen",7629
2179215,"Schleiz","07907","Thüringen",7907
374281,"Schlemmin","18320","Mecklenburg-Vorpommern",18320
1389278,"Schlepzig","15910","Brandenburg",15910
167439,"Schlesen","24256","Schleswig-Holstein",24256
904512,"Schleswig","24837","Schleswig-Holstein",24837
536629,"Schlettau","09487","Sachsen",9487
1263897,"Schleusegrund","98666","Thüringen",98666
1263897,"Schleusegrund","98667","Thüringen",98667
1266330,"Schleusingen","98553","Thüringen",98553
949911,"Schlichting","25779","Schleswig-Holstein",25779
1303815,"Schlieben","04936","Brandenburg",4936
233450,"Schliengen","79418","Baden-Württemberg",79418
2808302,"Schlier","88281","Baden-Württemberg",88281
2792757,"Schlierbach","73278","Baden-Württemberg",73278
1245190,"Schlierschied","55483","Rheinland-Pfalz",55483
935959,"Schliersee","83727","Bayern",83727
418329,"Schlitz","36110","Hessen",36110
2778409,"Schlöben","07646","Thüringen",7646
2000633,"Schloen-Dratow","17192","Mecklenburg-Vorpommern",17192
2000633,"Schloen-Dratow","17219","Mecklenburg-Vorpommern",17219
1244210,"Schloßböckelheim","55596","Rheinland-Pfalz",55596
138170,"Schloß Holte-Stukenbrock","33758","Nordrhein-Westfalen",33758
2411292,"Schloßvippach","99195","Thüringen",99195
450217,"Schlotfeld","25551","Schleswig-Holstein",25551
2902826,"Schlotheim","99994","Thüringen",99994
317469,"Schluchsee","79859","Baden-Württemberg",79859
535941,"Schlüchtern","36381","Hessen",36381
1077560,"Schlüsselfeld","96132","Bayern",96132
1186693,"Schmalenberg","67718","Rheinland-Pfalz",67718
405627,"Schmalensee","24638","Schleswig-Holstein",24638
423180,"Schmalfeld","24640","Schleswig-Holstein",24640
2849661,"Schmalkalden","98574","Thüringen",98574
157418,"Schmallenberg","57392","Nordrhein-Westfalen",57392
548517,"Schmalstede","24241","Schleswig-Holstein",24241
1433757,"Schmatzin","17390","Mecklenburg-Vorpommern",17390
935736,"Schmedeswurth","25724","Schleswig-Holstein",25724
1273259,"Schmeheim","98530","Thüringen",98530
1184564,"Schmelz","66839","Saarland",66839
962201,"Schmidgaden","92546","Bayern",92546
1028563,"Schmidmühlen","92287","Bayern",92287
1244292,"Schmidthachenbach","55758","Rheinland-Pfalz",55758
396001,"Schmiechen","86511","Bayern",86511
1273293,"Schmiedefeld","98739","Thüringen",98739
165446,"Schmiedefeld am Rennsteig","98711","Thüringen",98711
2856467,"Schmiedehausen","99518","Thüringen",99518
2179216,"Schmieritz","07819","Thüringen",7819
1471098,"Schmilau","23883","Schleswig-Holstein",23883
1471098,"Schmilau","23909","Schleswig-Holstein",23909
1471098,"Schmilau","23911","Schleswig-Holstein",23911
1244324,"Schmißberg","55765","Rheinland-Pfalz",55765
1250992,"Schmitshausen","66484","Rheinland-Pfalz",66484
1250992,"Schmitshausen","66917","Rheinland-Pfalz",66917
1269812,"Schmitt","56825","Rheinland-Pfalz",56825
418358,"Schmitten","61389","Hessen",61389
1244064,"Schmittweiler","67829","Rheinland-Pfalz",67829
1328962,"Schmogrow-Fehrow","03096","Brandenburg",3096
2527958,"Schmölln","04626","Thüringen",4626
1307609,"Schmölln-Putzkau","01877","Sachsen",1877
2179217,"Schmorda","07389","Thüringen",7389
1071016,"Schnabelwaid","91289","Bayern",91289
1821834,"Schnackenburg","29493","Niedersachsen",29493
941616,"Schnaitsee","83530","Bayern",83530
365117,"Schnaittach","91220","Bayern",91220
1028551,"Schnaittenbach","92253","Bayern",92253
1469082,"Schnakenbek","21481","Schleswig-Holstein",21481
1149245,"Schnarup-Thumby","24891","Schleswig-Holstein",24891
2404548,"Schnaudertal","06712","Sachsen-Anhalt",6712
1253765,"Schneckenhausen","67699","Rheinland-Pfalz",67699
1021749,"Schneckenlohe","96277","Bayern",96277
393498,"Schneeberg","63936","Bayern",63936
419000,"Schneeberg","08289","Sachsen",8289
1821917,"Schnega","29465","Niedersachsen",29465
941796,"Schneizlreuth","83458","Bayern",83458
534089,"Schnelldorf","91625","Bayern",91625
1244115,"Schneppenbach","55608","Rheinland-Pfalz",55608
357061,"Schneverdingen","29640","Niedersachsen",29640
1241476,"Schnorbach","55497","Rheinland-Pfalz",55497
2800660,"Schnürpflingen","89194","Baden-Württemberg",89194
1260246,"Schoden","54441","Rheinland-Pfalz",54441
215983,"Schöffengrund","35641","Hessen",35641
958961,"Schöfweg","94572","Bayern",94572
1461195,"Scholen","27251","Niedersachsen",27251
336536,"Schollbrunn","97852","Bayern",97852
336536,"Schollbrunn","97907","Bayern",97907
1284769,"Schollene","14715","Sachsen-Anhalt",14715
533993,"Schöllkrippen","63825","Bayern",63825
959812,"Schöllnach","94508","Bayern",94508
309944,"Schömberg","75328","Baden-Württemberg",75328
2781604,"Schömberg","72355","Baden-Württemberg",72355
1260245,"Schömerich","54314","Rheinland-Pfalz",54314
1240838,"Schonach im Schwarzwald","78136","Baden-Württemberg",78136
856209,"Schönaich","71101","Baden-Württemberg",71101
454182,"Schönau","69250","Baden-Württemberg",69250
957066,"Schönau","84337","Bayern",84337
387354,"Schönau a.d.Brend","97659","Bayern",97659
941800,"Schönau am Königssee","83471","Bayern",83471
418649,"Schönau-Berzdorf auf dem Eigen","02899","Sachsen",2899
1244186,"Schönau im Schwarzwald","79677","Baden-Württemberg",79677
1251114,"Schönau (Pfalz)","66996","Rheinland-Pfalz",66996
1085811,"Schönbach","54552","Rheinland-Pfalz",54552
1311098,"Schönbach","02708","Sachsen",2708
1419911,"Schönbeck","17349","Mecklenburg-Vorpommern",17349
553521,"Schönbek","24582","Schleswig-Holstein",24582
413533,"Schönberg","08393","Sachsen",8393
940871,"Schönberg","84573","Bayern",84573
958960,"Schönberg","94513","Bayern",94513
1258420,"Schönberg","54426","Rheinland-Pfalz",54426
1464771,"Schönberg","22929","Schleswig-Holstein",22929
1477860,"Schönberg","23923","Mecklenburg-Vorpommern",23923
176736,"Schönberg (Holstein)","24217","Schleswig-Holstein",24217
539702,"Schönborn","56370","Rheinland-Pfalz",56370
1241631,"Schönborn","55469","Rheinland-Pfalz",55469
1253978,"Schönborn","67808","Rheinland-Pfalz",67808
1322953,"Schönborn","03253","Brandenburg",3253
453364,"Schönbrunn","69436","Baden-Württemberg",69436
1077553,"Schönbrunn i.Steigerwald","96185","Bayern",96185
2403987,"Schönburg","06618","Sachsen-Anhalt",6618
1256957,"Schöndorf","54316","Rheinland-Pfalz",54316
2179218,"Schöndorf","07924","Thüringen",7924
933875,"Schondorf am Ammersee","86938","Bayern",86938
384303,"Schondra","97795","Bayern",97795
65420,"Schönebeck (Elbe)","39217","Sachsen-Anhalt",39217
65420,"Schönebeck (Elbe)","39218","Sachsen-Anhalt",39218
416450,"Schöneberg","57638","Rheinland-Pfalz",57638
1243991,"Schöneberg","55444","Rheinland-Pfalz",55444
1334082,"Schöneberg","16278","Brandenburg",16278
443863,"Schöneck","08261","Sachsen",8261
535890,"Schöneck","61137","Hessen",61137
1108040,"Schönecken","54614","Rheinland-Pfalz",54614
55772,"Schönefeld","12529","Brandenburg",12529
1352215,"Schöneiche bei Berlin","15566","Brandenburg",15566
1244181,"Schönenberg","79677","Baden-Württemberg",79677
1246453,"Schönenberg-Kübelberg","66901","Rheinland-Pfalz",66901
1310095,"Schönermark","16775","Brandenburg",16775
1303472,"Schönewalde","04916","Brandenburg",4916
1384906,"Schönewörde","29396","Niedersachsen",29396
551157,"Schönfeld","01561","Sachsen",1561
1334078,"Schönfeld","17291","Brandenburg",17291
1427214,"Schönfeld","17111","Mecklenburg-Vorpommern",17111
936750,"Schongau","86956","Bayern",86956
933541,"Schöngeising","82296","Bayern",82296
2778410,"Schöngleina","07646","Thüringen",7646
2396198,"Schönhagen","37318","Thüringen",37318
1419917,"Schönhausen","17337","Mecklenburg-Vorpommern",17337
1284742,"Schönhausen (Elbe)","39524","Sachsen-Anhalt",39524
418998,"Schönheide","08304","Sachsen",8304
553471,"Schönhorst","24220","Schleswig-Holstein",24220
1446648,"Schöningen","38364","Niedersachsen",38364
299457,"Schönkirchen","24232","Schleswig-Holstein",24232
961856,"Schönsee","92539","Bayern",92539
2900115,"Schönstedt","99947","Thüringen",99947
2165049,"Schonstett","83137","Bayern",83137
376881,"Schöntal","74214","Baden-Württemberg",74214
1307666,"Schönteichen","01920","Sachsen",1920
960512,"Schönthal","93488","Bayern",93488
318748,"Schonungen","97453","Bayern",97453
1022871,"Schönwald","95173","Bayern",95173
1389280,"Schönwald","15910","Brandenburg",15910
1410895,"Schönwalde","17309","Mecklenburg-Vorpommern",17309
382430,"Schönwalde am Bungsberg","23744","Schleswig-Holstein",23744
1252332,"Schönwalde-Glien","14621","Brandenburg",14621
1242149,"Schönwald im Schwarzwald","78141","Baden-Württemberg",78141
445991,"Schönwölkau","04509","Sachsen",4509
1130284,"Schopfheim","79650","Baden-Württemberg",79650
534175,"Schopfloch","91626","Bayern",91626
935842,"Schopfloch","72296","Baden-Württemberg",72296
1186707,"Schopp","67707","Rheinland-Pfalz",67707
1432649,"Schöppenstedt","38170","Niedersachsen",38170
162874,"Schöppingen","48624","Nordrhein-Westfalen",48624
2778411,"Schöps","07768","Thüringen",7768
1311139,"Schöpstal","02829","Sachsen",2829
1318334,"Schorfheide","16244","Brandenburg",16244
401643,"Schorndorf","73614","Baden-Württemberg",73614
961935,"Schorndorf","93489","Bayern",93489
1248413,"Schornsheim","55288","Rheinland-Pfalz",55288
1979187,"Schorssow","17166","Mecklenburg-Vorpommern",17166
1187787,"Schortens","26419","Niedersachsen",26419
1451597,"Schossin","19073","Mecklenburg-Vorpommern",19073
1451597,"Schossin","19075","Mecklenburg-Vorpommern",19075
418340,"Schotten","63679","Hessen",63679
1303792,"Schraden","04928","Brandenburg",4928
943757,"Schramberg","78144","Baden-Württemberg",78144
943757,"Schramberg","78713","Baden-Württemberg",78713
